PC Adult,section_name,row_name,seat,Last Seat,Timestamp,20-Game Plan,10-Game Plan,Pick Plan,Individual ,total_sold,20-Game Plan $,10-Game Plan $,Pick Plan $,Group $,gross_revenue
1,FLR23,AA,7,8,44316,4,0,0,0,4,40841,0,0,0,0
1,FLR23,AA,23,24,44316,6,0,0,0,6,61992,0,0,0,0
1,FLR24,AA,29,32,44316,12,0,0,0,12,123984,0,0,0,0
1,FLR24,AA,37,38,44316,2,0,0,0,2,21151,0,0,0,0
1,FLR24,AA,43,46,44316,12,0,0,0,12,123984,0,0,0,0
1,FLR25,AA,51,52,44316,6,0,0,0,6,61992,0,0,0,0
2,FLR23,AA,7,8,44316,0,0,0,2,2,0,0,0,0,24000
2,FLR23,AA,11,12,44316,6,0,0,0,6,56954,0,0,0,0
2,FLR23,AA,15,18,44316,0,0,0,0,0,0,0,0,0,0
2,FLR25,AA,57,57,44316,1,0,0,0,1,10575,0,0,0,0
2,FLR25,AA,57,58,44316,2,0,0,0,2,27241,0,0,0,0
2,FLR25,AA,57,60,44316,4,0,0,0,4,27200,0,0,0,0
2,FLR25,AA,58,60,44316,3,0,0,0,3,31726,0,0,0,0
2,FLR25,AA,59,60,44316,2,0,0,0,2,27241,0,0,0,0
2,FLR25,AA,65,66,44316,4,0,0,0,4,34751,0,0,0,0
2,FLR25,AA,65,68,44316,4,0,0,0,4,54482,0,0,0,0
2,FLR25,AA,67,68,44316,4,0,0,0,4,34751,0,0,0,0
3,FLR23,AA,1,1,44316,1,0,0,0,1,4850,0,0,0,0
3,FLR23,AA,1,2,44316,4,0,0,0,4,33769,0,0,0,0
3,FLR23,AA,2,2,44316,1,0,0,0,1,4850,0,0,0,0
3,FLR25,AA,73,74,44316,6,0,0,0,6,43468,0,0,0,0
4,FLR17,AA,5,6,44316,0,0,0,2,2,0,0,0,0,4208
4,FLR17,AA,7,8,44316,0,0,0,2,2,0,0,0,0,11590
4,FLR17W,AAW,1,2,44316,0,0,0,2,2,0,0,0,0,5445
4,FLR17W,AAW,1,3,44316,0,0,0,0,0,0,0,0,0,0
4,FLR17W,AAW,3,4,44316,0,0,0,0,0,0,0,0,0,0
4,FLR31,AA,1,2,44316,6,0,0,0,6,43468,0,0,0,0
4,FLR31,AA,3,4,44316,6,0,0,0,6,43468,0,0,0,0
4,FLR31W,AAW,1,4,44316,12,0,0,0,12,68328,0,0,0,0
8,6,8,1,2,44316,0,0,0,6,6,0,0,0,0,4051
8,6,10,6,7,44316,0,0,0,4,4,0,0,0,0,2218
8,10,8,3,6,44316,0,0,0,8,8,0,0,0,0,11280
8,22,2,1,2,44316,6,0,0,0,6,8456,0,0,0,0
8,22,5,1,2,44316,6,0,0,0,6,8456,0,0,0,0
8,22,8,1,2,44316,2,0,0,0,2,3746,0,0,0,0
8,22,9,2,5,44316,0,0,0,8,8,0,0,0,0,5114
8,23,5,3,4,44316,6,0,0,0,6,8456,0,0,0,0
8,23,5,14,14,44316,1,0,0,0,1,918,0,0,0,0
8,23,5,14,15,44316,4,0,0,0,4,6620,0,0,0,0
8,23,5,15,15,44316,1,0,0,0,1,918,0,0,0,0
8,23,5,16,17,44316,6,0,0,0,6,8456,0,0,0,0
8,23,7,9,10,44316,6,0,0,0,6,8456,0,0,0,0
8,23,9,3,3,44316,1,0,0,0,1,1437,0,0,0,0
8,23,9,3,4,44316,4,0,0,0,4,5583,0,0,0,0
8,23,9,4,4,44316,1,0,0,0,1,1437,0,0,0,0
8,23,9,15,16,44316,6,0,0,0,6,8456,0,0,0,0
8,24,7,9,10,44316,6,0,0,0,6,8456,0,0,0,0
8,24,9,3,6,44316,12,0,0,0,12,16913,0,0,0,0
8,24,9,14,14,44316,1,0,0,0,1,918,0,0,0,0
8,24,9,14,17,44316,8,0,0,0,8,13239,0,0,0,0
8,24,9,15,17,44316,3,0,0,0,3,2755,0,0,0,0
8,25,7,9,10,44316,6,0,0,0,6,8456,0,0,0,0
8,25,9,3,4,44316,2,0,0,0,2,2873,0,0,0,0
8,25,9,3,6,44316,8,0,0,0,8,11166,0,0,0,0
8,25,9,5,6,44316,2,0,0,0,2,2873,0,0,0,0
8,25,9,15,16,44316,6,0,0,0,6,8456,0,0,0,0
8,26,2,1,2,44316,2,0,0,2,4,1837,0,0,0,1277
8,26,5,3,4,44316,4,0,0,2,6,4710,0,0,0,1250
8,26,7,1,2,44316,0,0,0,2,2,0,0,0,0,1280
8,26,9,3,6,44316,0,0,0,0,0,0,0,0,0,0
8,VIP24,5,3,4,44316,6,0,0,0,6,8456,0,0,0,0
8,VIP24,5,13,13,44316,1,0,0,0,1,1437,0,0,0,0
8,VIP24,5,13,14,44316,4,0,0,0,4,5583,0,0,0,0
8,VIP24,5,14,14,44316,1,0,0,0,1,1437,0,0,0,0
8,VIP24,5,15,15,44316,1,0,0,0,1,1437,0,0,0,0
8,VIP24,5,15,16,44316,4,0,0,0,4,5583,0,0,0,0
8,VIP24,5,16,16,44316,1,0,0,0,1,1437,0,0,0,0
8,VIP25,5,3,4,44316,6,0,0,0,6,8456,0,0,0,0
8,VIP25,5,13,16,44316,12,0,0,0,12,16913,0,0,0,0
9,7,10,1,2,44316,0,0,0,4,4,0,0,0,0,3311
9,7,10,8,9,44316,0,0,0,4,4,0,0,0,0,3228
9,7,10,10,11,44316,0,0,0,2,2,0,0,0,0,1990
9,7,10,17,17,44316,1,0,0,0,1,1323,0,0,0,0
9,7,10,17,18,44316,0,0,0,2,2,0,0,0,0,3510
9,7,10,18,18,44316,1,0,0,0,1,1323,0,0,0,0
9,9,9,1,2,44316,0,0,2,2,4,0,0,3153,0,1750
9,9,9,8,11,44316,0,0,0,12,12,0,0,0,0,9855
9,9,9,17,18,44316,0,0,4,0,4,0,0,6307,0,0
9,10,11,7,8,44316,0,0,0,0,0,0,0,0,0,0
9,23,1,1,2,44316,0,0,0,6,6,0,0,0,0,15450
9,23,1,9,10,44316,6,0,0,0,6,12339,0,0,0,0
9,23,1,17,18,44316,0,0,6,0,6,0,0,12779,0,0
9,23,2,5,6,44316,0,0,0,0,0,0,0,0,0,0
9,23,2,13,14,44316,0,0,0,0,0,0,0,0,0,0
9,23,4,8,8,44316,0,0,0,1,1,0,0,0,0,1755
9,23,4,9,10,44316,0,0,0,4,4,0,0,0,0,7710
9,23,7,1,2,44316,0,0,0,0,0,0,0,0,0,0
9,25,7,17,18,44316,0,0,0,0,0,0,0,0,0,0
9,VIP25,1,1,2,44316,6,0,0,0,6,8569,0,0,0,0
9,VIP25,1,8,8,44316,1,0,0,0,1,1959,0,0,0,0
9,VIP25,1,8,9,44316,4,0,0,0,4,8889,0,0,0,0
9,VIP25,1,9,9,44316,1,0,0,0,1,1959,0,0,0,0
9,VIP25,1,15,16,44316,0,0,2,0,2,0,0,3335,0,0
9,VIP25,1,15,18,44316,0,0,8,0,8,0,0,13341,0,0
9,VIP25,1,17,18,44316,0,0,2,0,2,0,0,3335,0,0
9,VIP25,4,8,9,44316,6,0,0,0,6,14149,0,0,0,0
A,9,14,1,2,44316,0,0,0,2,2,0,0,0,0,1350
A,9,14,17,17,44316,0,0,0,0,0,0,0,0,0,0
A,9,14,18,18,44316,0,0,0,0,0,0,0,0,0,0
A,9,17,10,11,44316,4,0,0,0,4,1992,0,0,0,0
A,9,17,11,11,44316,0,0,0,1,1,0,0,0,0,1250
A,23,12,1,2,44316,2,0,0,0,2,855,0,0,0,0
A,23,12,1,4,44316,8,0,0,0,8,3419,0,0,0,0
A,23,12,3,4,44316,2,0,0,0,2,855,0,0,0,0
A,23,15,11,12,44316,6,0,0,0,6,6181,0,0,0,0
A,23,15,17,18,44316,0,0,0,2,2,0,0,0,0,1190
A,25,11,1,2,44316,0,0,0,2,2,0,0,0,0,1190
A,25,12,15,15,44316,1,0,0,0,1,1397,0,0,0,0
A,25,12,15,18,44316,8,0,0,0,8,6791,0,0,0,0
A,25,12,16,18,44316,3,0,0,0,3,4190,0,0,0,0
A,25,15,1,2,44316,0,0,0,2,2,0,0,0,0,1150
A,25,15,7,7,44316,0,0,0,0,0,0,0,0,0,0
A,25,15,8,9,44316,6,0,0,0,6,6147,0,0,0,0
B,6,11,1,2,44316,0,0,0,4,4,0,0,0,0,4430
B,8,12,3,6,44316,12,0,0,0,12,12363,0,0,0,0
B,8,12,15,16,44316,0,6,0,0,6,0,5347,0,0,0
B,8,14,9,10,44316,6,0,0,0,6,6181,0,0,0,0
B,8,16,3,4,44316,4,0,0,0,4,4090,0,0,0,0
B,8,16,13,15,44316,0,0,0,3,3,0,0,0,0,2325
B,8,16,13,16,44316,0,0,0,0,0,0,0,0,0,0
B,8,16,16,16,44316,0,0,0,1,1,0,0,0,0,775
B,9,12,3,4,44316,6,0,0,0,6,6181,0,0,0,0
B,9,12,15,16,44316,6,0,0,0,6,6181,0,0,0,0
B,9,14,9,10,44316,6,0,0,0,6,6181,0,0,0,0
B,9,16,3,4,44316,2,0,0,0,2,1318,0,0,0,0
B,9,16,3,6,44316,8,0,0,0,8,9726,0,0,0,0
B,9,16,5,6,44316,2,0,0,0,2,1318,0,0,0,0
B,9,16,15,16,44316,6,0,0,0,6,6181,0,0,0,0
B,10,11,1,1,44316,2,0,0,0,2,2236,0,0,0,0
B,10,11,1,2,44316,2,0,0,0,2,2282,0,0,0,0
B,10,11,2,2,44316,2,0,0,0,2,2236,0,0,0,0
B,10,11,7,8,44316,0,0,0,4,4,0,0,0,0,4430
B,22,13,3,4,44316,6,0,0,0,6,6181,0,0,0,0
B,22,15,7,8,44316,0,0,0,4,4,0,0,0,0,2469
B,22,17,1,2,44316,6,0,0,0,6,6181,0,0,0,0
B,22,18,5,6,44316,0,0,0,2,2,0,0,0,0,590
B,22,20,1,2,44316,0,0,0,2,2,0,0,0,0,743
B,22,20,1,4,44316,0,0,0,4,4,0,0,0,0,1180
B,23,11,9,10,44316,6,0,0,0,6,6181,0,0,0,0
B,23,13,15,16,44316,6,0,0,0,6,6181,0,0,0,0
B,23,17,15,16,44316,6,0,0,0,6,6181,0,0,0,0
B,23WC,19W,9,10,44316,2,0,0,0,2,2091,0,0,0,0
B,24,11,9,10,44316,6,0,0,0,6,6181,0,0,0,0
B,24,13,3,3,44316,0,0,0,1,1,0,0,0,0,1570
B,24,13,3,4,44316,0,0,0,2,2,0,0,0,0,3140
B,24,13,4,4,44316,0,0,0,1,1,0,0,0,0,1570
B,24,13,15,16,44316,4,0,0,2,6,4863,0,0,0,1290
B,24,15,9,10,44316,6,0,0,0,6,6181,0,0,0,0
B,24,17,3,4,44316,6,0,0,0,6,6181,0,0,0,0
B,24,17,15,16,44316,6,0,0,0,6,6181,0,0,0,0
B,24,18,9,10,44316,6,0,0,0,6,6181,0,0,0,0
B,25,11,10,10,44316,1,0,0,0,1,1386,0,0,0,0
B,25,11,10,11,44316,4,0,0,0,4,3410,0,0,0,0
B,25,11,11,11,44316,1,0,0,0,1,1386,0,0,0,0
B,25,13,3,4,44316,0,0,2,2,4,0,0,2810,0,1468
B,25,17,3,4,44316,6,0,0,0,6,6181,0,0,0,0
B,26,12,1,2,44316,6,0,0,0,6,6181,0,0,0,0
B,26,12,7,8,44316,0,0,0,2,2,0,0,0,0,3140
C,8,8,1,1,44316,0,0,1,0,1,0,0,1577,0,0
C,8,8,1,2,44316,0,0,0,4,4,0,0,0,0,5681
C,8,8,2,2,44316,0,0,1,0,1,0,0,1577,0,0
C,8,8,8,8,44316,1,0,0,0,1,1532,0,0,0,0
C,8,8,8,10,44316,0,0,0,3,3,0,0,0,0,2850
C,8,8,8,11,44316,0,0,0,4,4,0,0,0,0,7600
C,8,8,9,9,44316,1,0,0,0,1,1532,0,0,0,0
C,8,8,10,10,44316,1,0,0,0,1,1532,0,0,0,0
C,8,8,11,11,44316,1,0,0,0,1,1532,0,0,0,0
C,8,8,17,18,44316,0,0,0,6,6,0,0,0,0,9477
C,VIP24,1,3,3,44316,2,0,0,0,2,6104,0,0,0,0
C,VIP24,1,3,4,44316,2,0,0,0,2,3408,0,0,0,0
C,VIP24,1,4,4,44316,2,0,0,0,2,6104,0,0,0,0
C,VIP24,1,5,5,44316,1,0,0,0,1,1704,0,0,0,0
C,VIP24,1,5,6,44316,4,0,0,0,4,12208,0,0,0,0
C,VIP24,1,6,6,44316,1,0,0,0,1,1704,0,0,0,0
C,VIP24,1,15,15,44316,1,0,0,0,1,2400,0,0,0,0
C,VIP24,1,15,16,44316,4,0,0,0,4,10817,0,0,0,0
C,VIP24,1,16,16,44316,1,0,0,0,1,2400,0,0,0,0
C,VIP24,3,9,9,44316,1,0,0,0,1,1054,0,0,0,0
C,VIP24,3,9,10,44316,4,0,0,0,4,7589,0,0,0,0
C,VIP24,3,10,10,44316,1,0,0,0,1,1054,0,0,0,0
D,19,4,7,8,44316,6,0,0,0,6,2310,0,0,0,0
D,19,4,12,12,44316,0,0,0,1,1,0,0,0,0,370
D,19,4,12,13,44316,0,0,0,4,4,0,0,0,0,1840
D,19,4,13,13,44316,0,0,0,1,1,0,0,0,0,370
D,19,6,5,6,44316,0,0,0,6,6,0,0,0,0,2580
D,19,8,13,16,44316,0,0,0,8,8,0,0,0,0,3300
D,19,8,14,16,44316,0,0,0,3,3,0,0,0,0,1335
D,19,9,7,7,44316,0,0,0,1,1,0,0,0,0,265
D,19,9,7,8,44316,0,0,0,0,0,0,0,0,0,0
D,19,9,8,8,44316,0,0,0,1,1,0,0,0,0,265
D,20,4,1,2,44316,6,0,0,0,6,2310,0,0,0,0
D,20,7,3,4,44316,0,0,0,6,6,0,0,0,0,2580
D,20,9,1,2,44316,0,0,0,2,2,0,0,0,0,1050
D,20,9,6,7,44316,0,0,0,2,2,0,0,0,0,1050
D,28,6,3,4,44316,0,0,0,2,2,0,0,0,0,990
D,28,8,3,4,44316,0,0,0,6,6,0,0,0,0,3460
D,28,10,1,2,44316,6,0,0,0,6,2310,0,0,0,0
D,28,10,6,7,44316,0,0,0,2,2,0,0,0,0,782
D,29,6,5,6,44316,0,0,0,6,6,0,0,0,0,2430
D,29,7,1,2,44316,0,0,0,2,2,0,0,0,0,1050
D,29,9,3,4,44316,0,0,0,0,0,0,0,0,0,0
D,29,9,10,10,44316,0,0,0,2,2,0,0,0,0,660
D,29,9,10,11,44316,0,0,0,2,2,0,0,0,0,490
D,29,9,11,11,44316,0,0,0,2,2,0,0,0,0,660
E,8,11,10,11,44316,6,0,0,0,6,6374,0,0,0,0
E,8,14,1,2,44316,0,0,0,2,2,0,0,0,0,1490
E,8,17,8,9,44316,6,0,0,0,6,2564,0,0,0,0
E,8WC,19W,1,1,44316,0,0,0,1,1,0,0,0,0,445
E,8WC,19W,2,2,44316,0,0,0,1,1,0,0,0,0,445
E,8WC,19W,11,12,44316,0,0,0,2,2,0,0,0,0,890
E,24,11,1,2,44316,0,0,0,2,2,0,0,0,0,1490
E,24,15,1,2,44316,0,0,0,2,2,0,0,0,0,1490
F,3,12,1,4,44316,0,0,0,8,8,0,0,0,0,3300
F,3,12,13,14,44316,0,0,0,6,6,0,0,0,0,2330
F,3,14,9,10,44316,0,0,0,6,6,0,0,0,0,3700
F,3,16,3,4,44316,0,0,0,6,6,0,0,0,0,3490
F,3,16,8,9,44316,6,0,0,0,6,2055,0,0,0,0
F,3,16,14,14,44316,0,0,0,1,1,0,0,0,0,375
F,3,16,14,17,44316,0,0,0,8,8,0,0,0,0,3120
F,3,16,15,15,44316,0,0,0,1,1,0,0,0,0,375
F,3,16,16,16,44316,0,0,0,1,1,0,0,0,0,375
F,3,16,17,17,44316,0,0,0,1,1,0,0,0,0,375
F,3,18,1,2,44316,0,0,0,6,6,0,0,0,0,2422
F,3,18,23,23,44316,0,0,0,1,1,0,0,0,0,410
F,3,18,23,24,44316,0,0,0,4,4,0,0,0,0,1672
F,3,18,24,24,44316,0,0,0,1,1,0,0,0,0,410
F,3WC,19W,7,8,44316,0,0,0,2,2,0,0,0,0,1030
F,3WC,19W,7,10,44316,0,0,0,8,8,0,0,0,0,2680
F,3WC,19W,9,10,44316,0,0,0,2,2,0,0,0,0,1030
F,4,12,1,1,44316,0,0,0,2,2,0,0,0,0,770
F,4,12,1,2,44316,0,0,0,2,2,0,0,0,0,830
F,4,12,2,2,44316,0,0,0,2,2,0,0,0,0,770
F,4,12,8,9,44316,4,0,0,2,6,2273,0,0,0,830
F,4,14,5,6,44316,0,0,0,6,6,0,0,0,0,3700
